timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-20T15:11:03,causalpy,7aa57df6-5180-4c33-abd3-d8c4fba684c7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,75.76171859999886,1.6913286410210604e-05,2.232431724458117e-07,6.085302017675676,0.0,10.0,6.499846303099425e-05,0.0,0.0001069754094444,0.0001719738724753,0.0,Brazil,BRA,ceará,,,Windows-10-10.0.19045-SP0,3.14.0,3.2.8,12,12th Gen Intel(R) Core(TM) i5-12400F,0,,-39.0159,-4.9702,15.836681365966797,machine,0.0,0,71.39041095890411,11.307466480829945,N,1.0,0.0
2026-06-23T01:44:10,causalpy,40242d0b-a5b4-4a94-be83-15c11366bff8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,78.67602929999703,1.8601814924342912e-05,2.3643560929356174e-07,7.104506099407793,0.0,10.0,7.834871004737822e-05,0.0,0.00011079407805551052,0.00018914278810288883,0.0,Brazil,BRA,ceará,,,Windows-10-10.0.19045-SP0,3.14.0,3.2.8,12,12th Gen Intel(R) Core(TM) i5-12400F,0,,-39.0159,-4.9702,15.836681365966797,machine,1.3157894736842106,0,76.23552631578947,12.072149527700324,N,1.0,0.0
